	Problem	Searcher	Actions	Expansions	GoalTests	NewNodes	PlanLength	ElapsedSeconds
0	Air Cargo Problem 3	astar_search h_pg_levelsum	88.0	369.0	371.0	3403.0	12.0	213.2484
