	Problem	Searcher	Actions	Expansions	GoalTests	NewNodes	PlanLength	ElapsedSeconds
0	Air Cargo Problem 3	astar_search h_unmet_goals	88.0	7388.0	7390.0	65711.0	12.0	4.7104
