	Problem	Searcher	Actions	Expansions	GoalTests	NewNodes	PlanLength	ElapsedSeconds
0	Air Cargo Problem 2	astar_search h_pg_maxlevel	72.0	2887.0	2889.0	26594.0	9.0	322.5735
